"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_002E","S1901_C01_002M","S1901_C01_003E","S1901_C01_003M","S1901_C01_004E","S1901_C01_004M","S1901_C01_005E","S1901_C01_005M","S1901_C01_006E","S1901_C01_006M","S1901_C01_007E","S1901_C01_007M","S1901_C01_008E","S1901_C01_008M","S1901_C01_009E","S1901_C01_009M","S1901_C01_010E","S1901_C01_010M","S1901_C01_011E","S1901_C01_011M","S1901_C01_012E","S1901_C01_012M","S1901_C01_013E","S1901_C01_013M","S1901_C01_014E","S1901_C01_014M","S1901_C01_015E","S1901_C01_015M","S1901_C01_016E","S1901_C01_016M","S1901_C02_001E","S1901_C02_001M","S1901_C02_002E","S1901_C02_002M","S1901_C02_003E","S1901_C02_003M","S1901_C02_004E","S1901_C02_004M","S1901_C02_005E","S1901_C02_005M","S1901_C02_006E","S1901_C02_006M","S1901_C02_007E","S1901_C02_007M","S1901_C02_008E","S1901_C02_008M","S1901_C02_009E","S1901_C02_009M","S1901_C02_010E","S1901_C02_010M","S1901_C02_011E","S1901_C02_011M","S1901_C02_012E","S1901_C02_012M","S1901_C02_013E","S1901_C02_013M","S1901_C02_014E","S1901_C02_014M","S1901_C02_015E","S1901_C02_015M","S1901_C02_016E","S1901_C02_016M","S1901_C03_001E","S1901_C03_001M","S1901_C03_002E","S1901_C03_002M","S1901_C03_003E","S1901_C03_003M","S1901_C03_004E","S1901_C03_004M","S1901_C03_005E","S1901_C03_005M","S1901_C03_006E","S1901_C03_006M","S1901_C03_007E","S1901_C03_007M","S1901_C03_008E","S1901_C03_008M","S1901_C03_009E","S1901_C03_009M","S1901_C03_010E","S1901_C03_010M","S1901_C03_011E","S1901_C03_011M","S1901_C03_012E","S1901_C03_012M","S1901_C03_013E","S1901_C03_013M","S1901_C03_014E","S1901_C03_014M","S1901_C03_015E","S1901_C03_015M","S1901_C03_016E","S1901_C03_016M","S1901_C04_001E","S1901_C04_001M","S1901_C04_002E","S1901_C04_002M","S1901_C04_003E","S1901_C04_003M","S1901_C04_004E","S1901_C04_004M","S1901_C04_005E","S1901_C04_005M","S1901_C04_006E","S1901_C04_006M","S1901_C04_007E","S1901_C04_007M","S1901_C04_008E","S1901_C04_008M","S1901_C04_009E","S1901_C04_009M","S1901_C04_010E","S1901_C04_010M","S1901_C04_011E","S1901_C04_011M","S1901_C04_012E","S1901_C04_012M","S1901_C04_013E","S1901_C04_013M","S1901_C04_014E","S1901_C04_014M","S1901_C04_015E","S1901_C04_015M","S1901_C04_016E","S1901_C04_016M",
"860Z200US14223","ZCTA5 14223","10247","614","2.9","1.7","1.0","0.8","5.7","2.1","6.6","2.2","13.1","3.9","14.3","2.7","18.5","3.5","21.4","3.2","8.9","2.0","7.6","2.8","83528","3709","102204","10932","34.6","(X)","(X)","(X)","(X)","(X)","6126","556","2.2","2.2","1.1","1.3","4.1","2.4","3.5","2.0","8.9","3.1","12.3","3.7","21.3","4.7","23.8","3.8","12.3","3.4","10.5","4.2","95922","6234","115583","13086","(X)","(X)","34.9","(X)","(X)","(X)","4328","439","0.2","0.4","0.1","0.2","3.6","2.9","1.4","1.3","4.7","2.0","11.6","3.2","19.2","4.4","29.9","4.9","15.1","4.5","14.1","5.7","110326","13371","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4121","594","4.0","2.7","1.2","1.2","10.4","4.1","12.0","4.5","18.4","7.2","21.2","5.6","12.1","4.0","15.0","5.0","3.4","2.3","2.3","1.7","55625","8695","75361","15754","(X)","(X)","(X)","(X)","33.8","(X)",
"860Z200US14224","ZCTA5 14224","18448","387","3.1","1.0","2.6","0.8","4.9","1.1","6.3","1.6","13.7","2.1","18.8","2.3","13.3","1.7","20.9","2.2","9.6","1.3","6.7","1.4","76250","4307","93145","3492","34.6","(X)","(X)","(X)","(X)","(X)","10651","421","0.3","0.3","0.7","0.6","2.2","0.9","4.1","1.4","10.7","2.4","14.5","2.6","13.6","2.4","29.2","3.6","15.2","2.4","9.4","2.2","104649","5771","116212","4927","(X)","(X)","35.3","(X)","(X)","(X)","7898","470","0.1","0.1","0.3","0.2","1.2","0.7","1.7","0.7","7.2","2.3","12.8","3.0","14.0","2.8","33.5","4.2","17.2","2.8","12.1","3.0","120261","5490","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7797","567","7.1","2.3","5.2","1.8","9.3","2.2","10.7","3.2","19.0","4.1","24.1","4.1","11.7","2.4","9.1","2.5","1.5","0.7","2.3","1.4","48661","4857","58190","3544","(X)","(X)","(X)","(X)","32.7","(X)",
"860Z200US14225","ZCTA5 14225","15739","691","3.8","1.3","2.5","0.7","7.7","1.9","9.3","2.0","14.7","2.1","19.3","2.6","13.0","2.1","21.3","2.8","5.1","0.9","3.3","1.0","65562","4099","78542","4007","37.2","(X)","(X)","(X)","(X)","(X)","8465","487","2.0","1.4","1.5","0.9","3.4","1.3","7.2","2.8","12.7","2.8","19.6","3.0","17.0","3.3","25.3","2.9","6.6","1.6","4.7","1.5","79441","4616","92079","6538","(X)","(X)","39.5","(X)","(X)","(X)","5561","437","0.8","0.7","0.6","0.7","2.2","1.2","4.9","1.7","9.5","2.5","16.3","3.3","18.6","4.2","32.0","4.2","9.2","2.3","5.7","2.2","94989","6589","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7274","726","6.5","2.4","4.4","1.2","13.0","3.7","11.1","2.6","17.7","3.9","19.3","4.3","8.9","2.5","14.9","5.2","2.5","1.0","1.8","1.3","48364","3909","59849","4668","(X)","(X)","(X)","(X)","33.9","(X)",
"860Z200US14226","ZCTA5 14226","12614","547","4.4","1.7","4.2","1.7","4.2","1.8","7.4","2.3","9.2","2.2","14.6","2.4","14.2","2.5","16.5","2.4","10.2","2.1","15.1","2.4","83023","4072","116922","10839","36.6","(X)","(X)","(X)","(X)","(X)","7139","477","1.7","1.5","1.7","1.5","2.9","2.2","1.6","1.0","4.2","1.8","11.8","3.4","17.8","3.6","19.5","3.1","14.6","3.1","24.1","3.8","117654","10883","154876","15976","(X)","(X)","36.5","(X)","(X)","(X)","5402","427","1.3","1.6","0.6","0.9","0.0","0.7","1.5","1.0","2.9","1.4","7.5","2.3","14.3","3.8","23.5","3.9","18.2","3.8","30.3","4.4","147319","9084","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5475","443","8.3","3.2","7.7","3.4","6.0","2.4","15.4","5.2","15.0","4.7","19.9","4.2","10.2","3.3","10.0","2.8","4.4","2.5","3.1","1.7","47998","4146","65503","10312","(X)","(X)","(X)","(X)","35.7","(X)",
"860Z200US14227","ZCTA5 14227","10075","444","2.8","0.8","2.3","1.2","10.3","3.1","8.1","1.7","13.1","2.7","18.1","3.1","13.4","2.4","19.8","2.7","9.0","1.9","3.0","1.1","67349","4518","80300","3542","39.5","(X)","(X)","(X)","(X)","(X)","5538","474","1.0","0.8","0.9","1.1","4.9","4.7","4.2","1.7","7.4","2.4","16.3","4.0","16.4","3.6","30.2","4.6","14.5","3.1","4.2","1.6","97460","5741","102407","5636","(X)","(X)","37.5","(X)","(X)","(X)","4037","391","0.4","0.7","0.0","1.0","2.5","2.1","2.8","1.7","4.9","1.8","13.7","3.5","19.1","4.4","33.0","5.0","18.2","3.8","5.2","2.1","109725","8078","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4537","422","5.8","1.8","5.2","2.5","15.9","5.3","12.9","3.5","19.6","5.4","20.8","4.8","11.1","3.4","6.5","2.7","1.3","1.1","0.9","1.0","41476","3754","50384","3988","(X)","(X)","(X)","(X)","41.7","(X)",
"860Z200US14228","ZCTA5 14228","10119","515","8.9","2.9","3.7","1.2","9.3","3.0","4.7","1.5","9.2","2.3","15.1","2.5","14.1","3.4","17.5","2.8","7.9","2.0","9.6","2.8","72426","7423","92879","7677","39.1","(X)","(X)","(X)","(X)","(X)","4902","393","1.9","1.3","0.9","1.1","2.1","1.2","2.9","2.1","7.1","3.5","16.3","3.4","17.7","6.0","24.7","4.8","10.0","3.1","16.4","5.2","102137","14886","125430","12337","(X)","(X)","39.6","(X)","(X)","(X)","3360","344","0.5","0.8","0.5","0.8","1.6","1.3","2.6","2.6","3.4","2.4","13.4","3.7","13.7","6.5","28.1","6.1","14.0","4.5","22.3","7.4","127232","16583","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5217","466","15.4","5.6","6.4","2.2","16.0","5.4","6.4","2.3","12.3","3.5","13.8","3.5","10.8","3.9","9.7","3.6","5.9","2.9","3.1","1.7","42518","7781","61382","8518","(X)","(X)","(X)","(X)","38.2","(X)",
"860Z200US14260","ZCTA5 14260","0","13","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","(X)","(X)","0","13","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","-","(X)","(X)","(X)","0","13","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","0","13","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)",
"860Z200US14261","ZCTA5 14261","0","13","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","(X)","(X)","(X)","(X)","(X)","0","13","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","-","(X)","(X)","(X)","0","13","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","0","13","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)",
"860Z200US14301","ZCTA5 14301","5924","455","14.8","4.7","10.2","3.2","13.6","4.6","8.9","2.3","12.5","3.1","14.9","4.1","14.0","4.1","7.3","3.0","2.1","1.6","1.6","1.3","37650","5969","50662","4928","35.7","(X)","(X)","(X)","(X)","(X)","2664","388","14.9","7.4","3.9","2.9","8.2","3.2","9.3","3.7","9.6","4.2","19.6","6.3","19.8","5.3","11.5","5.1","1.3","1.6","1.8","2.2","58158","13078","59484","7315","(X)","(X)","41.1","(X)","(X)","(X)","1132","269","5.2","5.5","2.0","2.7","3.9","3.6","6.5","5.1","13.4","8.3","29.3","12.1","24.3","10.3","11.4","7.0","3.0","3.6","0.9","1.4","72765","11561","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3260","483","16.4","5.8","15.3","5.5","17.6","7.5","8.9","3.5","14.1","5.4","12.1","4.9","9.2","5.7","2.4","2.0","2.8","2.7","1.2","1.5","26500","6511","40816","7400","(X)","(X)","(X)","(X)","31.2","(X)",
"860Z200US14302","ZCTA5 14302","115","116","84.3","32.1","15.7","32.1","0.0","28.6","0.0","28.6","0.0","28.6","0.0","28.6","0.0","28.6","0.0","28.6","0.0","28.6","0.0","28.6","-","**","N","N","0.0","(X)","(X)","(X)","(X)","(X)","0","13","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","-","(X)","(X)","(X)","0","13","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","(X)","(X)","115","116","84.3","32.1","15.7","32.1","0.0","28.6","0.0","28.6","0.0","28.6","0.0","28.6","0.0","28.6","0.0","28.6","0.0","28.6","0.0","28.6","-","**","N","N","(X)","(X)","(X)","(X)","0.0","(X)",
"860Z200US14303","ZCTA5 14303","2871","363","6.5","3.9","6.2","3.5","13.1","6.0","13.7","5.2","18.7","5.4","19.9","6.1","13.0","4.2","5.4","2.9","1.1","1.3","2.5","1.7","45519","8080","54729","5276","47.4","(X)","(X)","(X)","(X)","(X)","1380","240","5.7","5.6","2.8","3.1","11.3","9.9","25.1","9.9","9.1","5.6","20.2","9.3","11.6","6.0","9.6","5.7","2.8","2.6","2.0","2.2","42500","14536","58356","8666","(X)","(X)","50.1","(X)","(X)","(X)","490","147","2.2","3.3","0.0","7.8","7.1","6.6","10.2","7.3","8.8","6.6","17.8","11.3","24.7","12.0","22.7","12.7","1.0","1.9","5.5","6.2","80962","19512","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1491","322","7.9","5.7","10.3","6.1","13.5","5.3","14.0","7.8","29.8","9.8","7.0","4.1","13.3","6.8","1.5","1.7","0.2","0.5","2.4","2.6","37831","7821","45397","7296","(X)","(X)","(X)","(X)","44.9","(X)",
"860Z200US14304","ZCTA5 14304","12915","573","5.3","1.7","2.9","1.0","6.6","1.9","7.9","2.0","15.0","2.1","19.9","2.9","15.4","3.1","16.0","2.1","5.8","1.2","5.3","1.5","64756","3799","80071","4399","38.5","(X)","(X)","(X)","(X)","(X)","7945","454","5.2","2.2","1.7","1.1","2.9","1.1","4.4","1.8","11.4","2.9","21.5","4.2","18.6","4.4","19.2","3.3","7.8","1.9","7.3","2.2","78786","5555","92431","5421","(X)","(X)","36.6","(X)","(X)","(X)","5658","468","0.8","0.9","0.9","0.8","2.3","1.2","2.0","1.4","10.7","3.7","21.0","4.9","22.3","5.8","22.1","3.8","8.9","2.3","8.9","2.8","84087","2684","N","N","(X)","(X)","(X)","(X)","(X)","(X)","4970","469","7.4","2.7","6.0","2.3","11.8","4.2","12.3","3.8","21.7","4.3","19.4","4.1","7.6","1.9","9.8","2.8","2.3","1.3","1.7","1.2","42885","4924","56722","6871","(X)","(X)","(X)","(X)","37.9","(X)",
"860Z200US14305","ZCTA5 14305","7253","395","8.6","2.3","7.1","2.2","14.1","2.8","9.4","2.9","11.0","2.3","18.2","3.4","9.9","2.6","10.7","2.3","6.1","1.7","4.9","2.2","49588","7224","68797","5722","41.5","(X)","(X)","(X)","(X)","(X)","3953","322","7.8","3.2","2.7","1.4","8.9","3.9","7.7","3.7","8.2","2.6","23.2","5.5","11.5","4.1","11.8","3.3","9.5","3.3","8.6","3.9","67338","7355","88033","9993","(X)","(X)","47.5","(X)","(X)","(X)","2317","324","2.7","2.1","1.6","1.3","3.3","3.2","2.8","2.8","6.7","2.9","22.5","6.5","14.4","6.3","16.9","5.5","14.8","5.3","14.2","6.3","93125","14206","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3300","336","11.0","3.8","11.6","4.5","20.6","4.5","11.1","4.4","14.6","4.2","15.1","4.3","8.0","3.0","5.8","2.7","1.8","1.6","0.5","0.5","32327","4801","42800","4715","(X)","(X)","(X)","(X)","34.2","(X)",
"860Z200US14411","ZCTA5 14411","5052","280","9.2","3.1","7.1","3.1","5.5","2.1","11.2","4.3","14.3","3.7","17.5","3.9","15.7","4.1","10.8","3.0","6.3","2.3","2.4","1.4","53626","5888","66752","5051","34.1","(X)","(X)","(X)","(X)","(X)","2839","253","9.9","5.3","2.5","2.2","2.3","1.9","6.7","3.6","10.3","4.4","16.1","4.6","22.7","5.7","17.4","4.9","7.9","3.3","4.2","2.4","77618","6885","84534","8470","(X)","(X)","31.4","(X)","(X)","(X)","1911","262","2.6","2.6","1.9","2.0","2.4","2.7","7.0","4.5","4.8","2.8","13.7","5.2","28.7","8.0","21.7","6.5","11.0","5.0","6.2","3.6","90910","3318","N","N","(X)","(X)","(X)","(X)","(X)","(X)","2213","346","12.8","5.3","10.1","5.5","9.7","3.9","17.5","8.9","18.0","6.8","21.7","7.0","7.2","4.5","2.1","1.9","0.9","1.0","0.0","1.8","34931","8325","39250","4232","(X)","(X)","(X)","(X)","32.5","(X)",
"860Z200US14413","ZCTA5 14413","14","19","0.0","87.9","0.0","87.9","100.0","87.9","0.0","87.9","0.0","87.9","0.0","87.9","0.0","87.9","0.0","87.9","0.0","87.9","0.0","87.9","-","**","N","N","100.0","(X)","(X)","(X)","(X)","(X)","14","19","0.0","87.9","0.0","87.9","100.0","87.9","0.0","87.9","0.0","87.9","0.0","87.9","0.0","87.9","0.0","87.9","0.0","87.9","0.0","87.9","-","**","N","N","(X)","(X)","100.0","(X)","(X)","(X)","14","19","0.0","87.9","0.0","87.9","100.0","87.9","0.0","87.9","0.0","87.9","0.0","87.9","0.0","87.9","0.0","87.9","0.0","87.9","0.0","87.9","-","**","N","N","(X)","(X)","(X)","(X)","(X)","(X)","0","13","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","-","**","(X)","(X)","(X)","(X)","-","(X)",
"860Z200US14414","ZCTA5 14414","2859","188","3.6","2.1","2.7","2.1","6.9","3.8","4.6","2.5","13.6","4.6","19.1","5.7","14.0","3.8","17.6","5.2","8.7","3.2","9.3","4.1","73964","9332","103764","17036","30.1","(X)","(X)","(X)","(X)","(X)","1843","182","1.6","2.0","0.7","1.0","3.7","3.2","3.4","2.9","9.9","5.3","15.7","5.9","16.3","4.9","24.1","7.1","11.9","4.8","12.8","5.8","97917","17315","118743","15184","(X)","(X)","32.6","(X)","(X)","(X)","1418","167","0.5","0.7","0.8","1.3","0.8","1.3","0.8","1.1","9.8","5.6","14.9","6.5","16.0","6.0","26.2","8.2","14.8","6.2","15.4","7.0","117857","12460","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1016","199","7.2","4.4","6.3","5.3","12.8","9.2","7.9","4.9","22.3","9.7","26.6","11.1","9.6","6.8","2.4","2.2","2.1","2.7","2.9","3.7","48226","9432","71860","36603","(X)","(X)","(X)","(X)","25.7","(X)",
"860Z200US14415","ZCTA5 14415","42","21","9.5","14.3","11.9","16.7","16.7","23.5","7.1","15.3","0.0","50.8","0.0","50.8","16.7","24.1","26.2","28.1","0.0","50.8","11.9","21.9","-","**","74214","36456","40.5","(X)","(X)","(X)","(X)","(X)","35","18","11.4","17.5","14.3","19.6","0.0","55.6","8.6","18.3","0.0","55.6","0.0","55.6","20.0","27.6","31.4","32.0","0.0","55.6","14.3","26.1","81964","63798","85931","38622","(X)","(X)","28.6","(X)","(X)","(X)","23","16","0.0","68.6","0.0","68.6","0.0","68.6","0.0","68.6","0.0","68.6","0.0","68.6","30.4","44.3","47.8","40.3","0.0","68.6","21.7","44.2","111406","74930","N","N","(X)","(X)","(X)","(X)","(X)","(X)","7","11","0.0","100.0","0.0","100.0","100.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","0.0","100.0","-","**","N","N","(X)","(X)","(X)","(X)","100.0","(X)",
"860Z200US14416","ZCTA5 14416","1505","147","1.9","1.8","2.1","2.1","3.9","2.8","6.2","3.7","11.8","5.1","21.0","6.0","15.1","7.0","20.0","6.1","14.6","4.5","3.5","2.5","80298","10557","93438","8332","30.9","(X)","(X)","(X)","(X)","(X)","1069","112","0.2","0.4","1.7","1.9","2.9","2.6","1.5","1.3","7.6","5.2","17.4","7.3","18.9","9.2","26.8","8.0","18.6","6.5","4.5","3.4","98750","27581","108847","9264","(X)","(X)","29.8","(X)","(X)","(X)","773","122","0.3","0.5","1.7","2.4","1.9","2.3","0.9","0.9","4.5","4.7","13.7","7.8","14.5","8.2","33.4","9.6","23.4","9.4","5.7","4.5","121250","15940","N","N","(X)","(X)","(X)","(X)","(X)","(X)","436","137","6.0","6.0","3.7","5.2","6.4","6.5","19.7","11.0","24.3","9.9","26.6","13.1","5.0","3.7","5.7","5.0","1.6","1.8","0.9","1.6","39717","8017","50324","7281","(X)","(X)","(X)","(X)","31.0","(X)",
"860Z200US14418","ZCTA5 14418","450","70","4.2","4.0","4.9","6.5","9.8","7.8","7.3","4.4","22.0","8.3","8.9","4.4","11.3","7.1","21.3","7.2","9.6","5.6","0.7","1.3","53750","22647","73450","10972","36.7","(X)","(X)","(X)","(X)","(X)","281","56","3.9","4.7","1.1","1.9","7.1","8.2","6.4","4.8","20.6","11.8","10.3","6.6","16.0","10.5","26.3","9.3","7.1","5.0","1.1","2.2","75469","26741","78673","10742","(X)","(X)","30.2","(X)","(X)","(X)","279","56","3.9","4.7","0.4","1.2","7.2","8.2","6.5","4.8","20.8","11.8","10.4","6.7","16.1","10.6","26.5","9.5","7.2","5.0","1.1","2.2","75781","26475","N","N","(X)","(X)","(X)","(X)","(X)","(X)","169","61","4.7","7.2","11.2","16.2","14.2","15.9","8.9","8.2","24.3","13.6","6.5","6.1","5.9","7.4","10.7","11.0","13.6","12.6","0.0","20.9","39327","10768","64373","21570","(X)","(X)","(X)","(X)","47.3","(X)",
"860Z200US14420","ZCTA5 14420","7657","427","4.6","2.1","4.9","2.5","7.5","2.1","7.6","2.9","9.5","2.6","20.7","3.8","10.9","2.4","19.6","4.1","7.8","2.4","6.9","2.0","69716","8255","88575","7050","37.3","(X)","(X)","(X)","(X)","(X)","4563","258","2.9","2.6","2.8","3.8","3.1","1.4","1.6","1.2","5.7","2.4","19.5","4.5","14.6","4.1","27.2","5.5","12.2","3.9","10.4","3.1","99455","9643","113039","9827","(X)","(X)","35.4","(X)","(X)","(X)","3272","297","0.0","1.2","3.7","5.2","0.8","0.8","1.3","1.3","2.9","1.7","18.3","5.1","14.6","4.5","28.8","6.4","15.6","5.0","14.0","4.1","113774","14711","N","N","(X)","(X)","(X)","(X)","(X)","(X)","3094","437","7.1","3.2","7.9","3.6","14.7","5.0","16.4","6.3","16.5","5.0","21.8","6.6","8.2","3.0","5.7","2.6","1.0","1.1","0.8","1.0","36784","4942","48457","6588","(X)","(X)","(X)","(X)","40.1","(X)",
"860Z200US14422","ZCTA5 14422","638","91","2.4","2.0","2.4","3.1","3.9","4.2","6.7","5.5","8.5","4.4","17.1","5.2","18.0","6.9","24.3","7.8","9.2","4.1","7.5","4.2","81765","10485","107648","19690","36.8","(X)","(X)","(X)","(X)","(X)","486","82","0.8","1.3","0.4","0.8","5.1","5.6","5.6","6.5","6.8","4.5","19.3","6.0","18.5","8.0","23.3","9.1","10.3","5.4","9.9","5.6","90263","15800","117334","24823","(X)","(X)","40.1","(X)","(X)","(X)","399","75","1.0","1.6","0.5","1.0","1.3","1.9","6.8","7.9","4.8","4.2","14.5","5.7","20.8","9.3","27.1","10.9","11.3","6.1","12.0","6.7","100625","23727","N","N","(X)","(X)","(X)","(X)","(X)","(X)","152","47","7.2","7.2","8.6","12.2","0.0","22.9","10.5","8.9","13.8","10.6","30.3","13.0","5.9","6.1","17.8","11.6","5.9","6.9","0.0","22.9","56389","11522","67709","15726","(X)","(X)","(X)","(X)","23.0","(X)",
"860Z200US14423","ZCTA5 14423","2046","156","4.5","3.1","1.6","1.8","4.9","2.4","4.9","2.6","13.9","6.1","15.5","4.5","11.9","4.2","20.9","4.8","13.0","3.8","8.9","4.4","80129","7268","102699","8567","34.9","(X)","(X)","(X)","(X)","(X)","1371","137","1.8","1.7","0.0","2.9","1.2","1.4","4.2","3.2","7.3","4.8","16.3","5.1","11.1","5.6","26.4","6.6","19.5","5.5","12.3","6.2","116250","9143","127107","12654","(X)","(X)","34.6","(X)","(X)","(X)","1167","143","0.8","1.2","0.0","3.4","1.5","1.6","4.2","3.7","4.5","2.9","15.5","5.1","9.9","5.6","27.8","7.4","21.4","6.7","14.4","6.9","125795","11090","N","N","(X)","(X)","(X)","(X)","(X)","(X)","675","158","11.3","8.9","4.9","5.3","12.3","6.9","6.4","4.0","33.3","14.2","15.9","7.8","5.3","4.7","8.9","5.4","0.9","1.4","0.9","1.4","41916","2434","48045","8014","(X)","(X)","(X)","(X)","35.6","(X)",
"860Z200US14424","ZCTA5 14424","12896","325","5.1","1.7","2.4","0.9","5.5","1.3","7.0","1.8","11.4","2.1","16.9","2.8","13.0","2.1","17.2","2.2","10.7","1.9","10.9","1.6","79135","7017","105473","6143","35.7","(X)","(X)","(X)","(X)","(X)","7431","323","1.6","0.8","0.9","0.6","1.0","0.7","5.3","2.2","7.6","2.3","13.8","2.8","16.6","3.2","21.4","3.3","15.3","3.0","16.5","2.7","105633","5246","136111","8603","(X)","(X)","34.6","(X)","(X)","(X)","5710","307","0.8","0.7","0.2","0.3","1.0","0.9","2.0","1.1","5.4","2.2","11.9","2.6","14.9","3.2","24.7","3.9","18.8","3.7","20.3","3.3","120191","6405","N","N","(X)","(X)","(X)","(X)","(X)","(X)","5465","458","10.4","4.1","4.3","1.9","11.7","3.1","11.7","3.7","16.2","3.9","21.3","5.6","9.8","2.6","8.5","2.9","3.9","1.7","2.4","1.0","47505","7478","58754","5351","(X)","(X)","(X)","(X)","35.1","(X)",
"860Z200US14425","ZCTA5 14425","5186","241","2.4","2.1","1.4","1.3","5.7","2.6","6.6","2.8","7.2","2.9","18.6","4.0","11.9","3.1","25.2","3.9","14.2","3.0","6.8","1.9","92010","11984","104185","6836","34.1","(X)","(X)","(X)","(X)","(X)","3580","240","1.3","1.2","1.4","1.7","3.0","2.3","4.2","2.6","5.6","3.7","23.3","7.2","11.1","4.1","23.2","4.5","18.0","4.1","8.9","2.7","100132","12175","115992","10337","(X)","(X)","35.6","(X)","(X)","(X)","2611","259","0.5","0.8","0.0","1.5","0.6","0.7","2.2","2.6","4.3","3.4","17.5","5.7","13.3","4.9","26.9","5.0","23.1","5.2","11.7","3.6","116884","10873","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1606","292","6.0","5.9","1.4","2.0","12.1","6.2","13.2","6.8","13.0","5.2","18.9","6.6","14.4","5.9","18.2","6.8","1.9","2.1","0.8","0.9","54593","11779","62968","7136","(X)","(X)","(X)","(X)","30.8","(X)",
"860Z200US14427","ZCTA5 14427","872","135","5.3","2.9","2.2","1.8","6.3","4.3","15.7","10.6","13.0","5.1","18.8","5.4","9.5","3.4","22.5","7.6","5.2","3.2","1.6","1.7","63571","11591","73612","9726","45.9","(X)","(X)","(X)","(X)","(X)","525","92","5.3","3.5","0.0","7.3","3.2","3.5","4.6","3.0","10.7","4.6","21.0","7.1","11.8","4.7","32.2","10.8","8.6","5.0","2.7","2.8","89018","20094","92785","11860","(X)","(X)","49.5","(X)","(X)","(X)","413","79","2.2","2.3","0.0","9.2","0.7","1.4","3.9","3.4","8.0","4.7","18.6","6.8","13.1","5.5","39.2","12.5","10.9","6.4","3.4","3.6","107188","21002","N","N","(X)","(X)","(X)","(X)","(X)","(X)","347","120","5.2","5.1","5.5","4.9","11.0","9.8","34.0","22.5","16.4","11.0","15.9","8.1","4.3","3.2","7.8","5.2","0.0","10.9","0.0","10.9","31146","10057","42799","6504","(X)","(X)","(X)","(X)","40.3","(X)",
"860Z200US14428","ZCTA5 14428","3306","280","1.1","0.9","2.5","1.9","6.2","3.0","6.5","3.3","12.8","4.4","13.0","3.7","15.5","4.3","22.5","4.2","11.1","3.6","8.8","4.1","86711","11202","104449","11856","32.3","(X)","(X)","(X)","(X)","(X)","2215","245","0.7","1.1","1.5","2.1","4.7","4.5","2.8","3.0","13.6","6.0","7.2","3.0","13.1","4.7","27.9","6.4","15.6","5.3","13.0","6.0","109203","17285","125388","17624","(X)","(X)","31.4","(X)","(X)","(X)","1844","229","0.8","1.3","1.8","2.6","0.5","0.5","2.0","3.1","8.2","5.5","6.5","2.7","14.0","5.0","32.9","7.4","18.3","6.1","15.0","6.9","123839","13022","N","N","(X)","(X)","(X)","(X)","(X)","(X)","1091","217","2.1","1.8","4.4","4.0","9.3","4.6","14.1","7.7","13.1","8.2","25.5","9.6","21.5","8.5","9.0","4.9","1.0","1.1","0.0","3.6","57686","10356","59090","6365","(X)","(X)","(X)","(X)","34.1","(X)",
